상호명,도로명주소,행정동명,위도,경도
굿브랜치 카페,"서울특별시 송파구 충민로 81-4, 1층 (문정동)",장지동,37.4798425995209,127.12655983891
빵굼터 명일동점,"서울특별시 강동구 양재대로 1630, 1층 (명일동)",명일1동,37.5510625291986,127.144792941447
초로기까페,"서울특별시 강서구 화곡로13길 119, 1층 (화곡동, 3동)",화곡3동,37.5448765364523,126.833592293322
이너넷,"서울특별시 서초구 신반포로 219, 반포쇼핑타운 8동 지하1층 9,10,11호 (잠원동)",반포3동,37.5075121874388,127.008065342049
듀오란스,"서울특별시 구로구 디지털로33길 48, 대륭포스트타워7차 1층 102호 (구로동)",구로3동,37.4872579499162,126.894505096341
라임라빋(LimeRabit),"서울특별시 구로구 공원로6나길 29-3, 1,2층 (구로동)",구로5동,37.5043214243376,126.891265317162
커피메이드 마곡역점,"서울특별시 강서구 마곡서로 101, 동익드미라벨복합빌딩 1층 139호 (마곡동)",방화1동,37.5626706927393,126.823605646871
커피 가빈(Coffee GaBean),"서울특별시 용산구 한강대로 205, A동 1층 101,102호 (한강로1가, 용산파크자이)",한강로동,37.5366835309492,126.972808655459
(주)레드애플 용산아이파크점,"서울특별시 용산구 한강대로23길 55, 에이치디씨아이파크몰 리빙파크 1층 (한강로3가)",한강로동,37.5297718014452,126.964741503485
앤유피씨,"서울특별시 광진구 광나루로 375-1, 2층 (군자동)",군자동,37.5481605406369,127.071743335135
이디야,"서울특별시 강동구 아리수로93길 19 (강일동, 강일임페리얼타워 106호)",강일동,37.5653806615841,127.174117962328
케이 코스랜드(K COSLAND),"서울특별시 강남구 압구정로10길 35-2, 지하1층 (신사동)",신사동(강남구),37.5211591101185,127.022381663946
공차 문래점(Gong cha),"서울특별시 영등포구 선유로 76, 동국메뜨리앙 1층 107호 (문래동3가)",문래동,37.5206488765446,126.889905898442
놀숲 둔촌역점,"서울특별시 강동구 양재대로 1319, 303호 (성내동)",성내3동,37.5241954271851,127.134439064819
카페인(in)블루,"서울특별시 광진구 능동로42길 25, 1층 1호 (중곡동)",중곡2동,37.5592503339103,127.082311651328
커피니 신설점,"서울특별시 동대문구 왕산로 21, 민족통일대통령빌딩 1층 102호 (신설동)",용신동,37.5768030967407,127.025796515924
주식회사 온어스코리아,"서울특별시 동대문구 경희대로 26, 경희대학교 행복기숙사 1층 (회기동)",회기동,37.5939491407769,127.054890960564
어포인티드커피 회기점,"서울특별시 동대문구 회기로25길 16, 1층 (회기동)",회기동,37.5909192083803,127.055248910413
롯데웰푸드(주)롯데백화점 잠실점(커피),"서울특별시 송파구 올림픽로 240 (잠실동,롯데백화점지하1층)",잠실3동,37.5113096112036,127.098141751177
시온성카페,"서울특별시 성북구 종암로30길 50, 시온성교회 1층 (종암동)",종암동,37.6021648848293,127.03543350944
압구정샌드위치(수유점),"서울특별시 강북구 노해로23길 49, 1층 (수유동)",수유2동,37.6453218321199,127.020517191983
패스트 프룻(fast fruit),"서울특별시 마포구 백범로31길 7, 근린생황시설(획지1)동 지1층 B117호 (공덕동, 공덕SK리더스뷰)",아현동,37.5452545904697,126.948750766953
소카크(SOKAK),"서울특별시 강서구 마곡동로 56, 건와빌딩 1층 103호 (마곡동)",가양1동,37.559977905954,126.833803408762
돌,"서울특별시 서대문구 연희로11라길 10-6, 2층 201호 (연희동)",연희동,37.5683973491036,126.930303483303
인밸류어블(invaluable),"서울특별시 용산구 효창원로86가길 30, 1층 (청파동1가)",청파동,37.5481907071477,126.965147909204
바른 타코야끼,"서울특별시 영등포구 양평로 지하 124, 선유도역 지하1층 2호 (양평동5가)",양평2동,37.5381315240488,126.893420460707
코너커피,"서울특별시 마포구 동교로12길 38, JH빌딩 1층 (서교동)",서교동,37.5525471956772,126.912565320478
레이어 프로젝트(Layer project),"서울특별시 강남구 역삼로63길 19, 우희빌딩 지상2층 (대치동)",대치4동,37.502380089329,127.05194167433
선식당,"서울특별시 동대문구 천호대로81길 7, 학삼빌딩 1층 (장안동)",장안1동,37.5628047751005,127.063637069268
배스킨라빈스 성수역점,"서울특별시 성동구 아차산로7길 4, 지상1층 (성수동2가)",성수2가3동,37.5455816047743,127.054379079618
커피문,서울특별시 관악구 봉천로 569 (봉천동),낙성대동,37.4775887943322,126.960979681756
24시 무인카페 만월경 남산타운점,"서울특별시 중구 다산로 32, 상가2동 122호 (신당동, 남산타운)",약수동,37.5471505540187,127.005706247221
메가엠지씨커피 상계수락점,"서울특별시 노원구 동일로 1596, 송현빌딩 1층 (상계동)",상계1동,37.6709781734407,127.056842608831
후식커피,"서울특별시 동작구 동작대로 지하 117, 총신대입구(이수)역4호선 지하1층 26호 (사당동)",사당2동,37.4875538278198,126.982199707405
팔팔커피(88COFFEE),"서울특별시 송파구 백제고분로15길 28, 1층 104호 (잠실동)",잠실본동,37.5076708165648,127.08525668843
지유찻집,"서울특별시 서초구 명달로8길 17, 1층 101호 (서초동)",서초3동,37.4818243250562,127.006139957038
크로플이지,"서울특별시 광진구 동일로4길 50-2, 1층 2호 (자양동)",자양4동,37.5357290128187,127.063540624299
상봉2동카페,"서울특별시 중랑구 동일로114길 10, 상봉2동 복합청사 1층 (상봉동)",상봉2동,37.5928919454227,127.08085178906
빙수도사,"서울특별시 관악구 은천로 138, 제1층 제101호 (봉천동)",중앙동,37.4863450242191,126.950517486877
요르다(Yorda),"서울특별시 강북구 한천로143길 34, 1층 101호 (수유동)",수유3동,37.6407184226514,127.023474483021
라 까사로사,"서울특별시 강남구 선릉로 545, 지하1층,지상1층 (역삼동)",역삼1동,37.5074851662204,127.045895670277
매머드 익스프레스 숭실대입구역점,"서울특별시 동작구 상도로62길 69, 1층 (상도동)",상도1동,37.4971045897798,126.952285826707
봉봉키즈 강북점,"서울특별시 강북구 삼양로27길 80, 상가동 지하3층 112호 (미아동, 두산위브트레지움아파트)",삼각산동,37.6194957328373,127.016283408953
메이크제로존(MAKEZEROZONE),"서울특별시 마포구 망원로 49, 망원빌딩 지하1층 (망원동)",망원2동,37.5569366788775,126.902230770601
리틀 힐 브루어스(little heal brewers),"서울특별시 마포구 독막로 295, 삼부골든타워 1층 104호 (염리동)",염리동,37.5447553941086,126.94602571797
못난이 꽈베기 개봉점,"서울특별시 구로구 고척로 126, 1층 104호 (개봉동)",개봉1동,37.5019654621258,126.847914494502
나이트가디언,"서울특별시 마포구 토정로 187, 1층 (창전동)",서강동,37.5457373319885,126.931644467869
오나나베이커리,"서울특별시 강북구 오패산로52길 29, 규환빌딩 1층 (미아동)",송중동,37.624251252517,127.032038073361
달빙수 디저트카페,"서울특별시 양천구 오목로13길 3, 1층 (신월동)",신월2동,37.5232059529212,126.845528579916
고망고 대흥역점,"서울특별시 마포구 백범로25길 1, 1층 좌측호 (염리동)",염리동,37.5463042075222,126.946214482972
서초경찰서 식당운영위원회(서리폴),"서울특별시 서초구 반포대로 179, 서울서초경찰서 1층 (서초동)",서초3동,37.4957432310691,127.005161343516
선희네,"서울특별시 종로구 삼일대로 428, 낙원상가 지하층 점8호,점9호 (낙원동)",종로1.2.3.4가동,37.5727635233966,126.987902476529
밀리언 뮤직,"서울특별시 종로구 창경궁로 283-1, 2층 (혜화동)",혜화동,37.5863920263086,127.001602178942
서양콩차 개화산점,"서울특별시 강서구 양천로 28, 벽산에어트리움 1층 135호 (방화동)",방화2동,37.5723030060453,126.806994113323
뉴패션명품카페,"서울특별시 광진구 뚝섬로23길 28, 1층 (자양동)",자양4동,37.5370111136649,127.064907830581
카페테라스,서울특별시 강북구 월계로 173 (번동),번3동,37.6202544613023,127.044324732036
황귀비 탕후루,"서울특별시 마포구 와우산로21길 31, A동 1층 일부호 (서교동)",서교동,37.5522262915885,126.922135333304
가배차 발산점,"서울특별시 강서구 우장산로 7, 장원빌딩 1층 102-1호 (내발산동)",우장산동,37.5548298519536,126.837994861209
만랩커피 성내점,"서울특별시 강동구 성안로 61, 토성빌딩 1층 103호 (성내동)",성내1동,37.529174300066,127.131127416661
도너츠윤 압구정점,"서울특별시 강남구 논현로176길 28, 지상1층 102호 (신사동)",압구정동,37.5275054512182,127.030630932349
할리스 가산대륭 22차점,"서울특별시 금천구 가산디지털1로 146, 109,110,111호 (가산동)",가산동,37.4787027326644,126.883148970201
파란만잔,"서울특별시 금천구 가산디지털1로 5, 대륭테크노타운 20차 1층 131호 (가산동)",가산동,37.4667454838323,126.886718830722
쓰리팝(3POP),"서울특별시 구로구 구일로4길 30, 신영상가 지하1층 9호, 14호 (구로동)",구로1동,37.4918751361412,126.876446827824
지에스(GS)25 상수사랑,"서울특별시 마포구 독막로 98, 상수두산위브아파트 상가동 1층 103호 (상수동)",서강동,37.5474800624144,126.924289882283
토마스커피랩,"서울특별시 마포구 신촌로4길 5, 정원빌딩 2층 (동교동)",서교동,37.5576201231188,126.928712865506
트리클,서울특별시 서대문구 연세로 3-3 (창천동),신촌동,37.555882903222,126.936598900112
네로 에 비앙코,"서울특별시 은평구 연서로 211-3, 1층 (갈현동)",갈현2동,37.6175920715698,126.918800472503
태평커피,"서울특별시 은평구 통일로78길 11-11, 아이빌딩 1층 (불광동)",불광1동,37.6185159424792,126.923378474674
컴포즈커피 창동역서부점,"서울특별시 도봉구 노해로63길 78, 1층 101호 (창동)",창5동,37.652585903674,127.046332152249
타코야키 센빠이,"서울특별시 도봉구 도당로13길 45, 1층 (방학동)",방학2동,37.6663803691536,127.034238225402
달콤 왕가 탕후루,"서울특별시 중랑구 면목로 345, 피자헛 1층 103호 (면목동)",면목3.8동,37.5827894740353,127.088397264563
츄시떼,"서울특별시 마포구 월드컵북로2길 31, 2층 (동교동)",서교동,37.5567468195395,126.922337287908
만나분식,"서울특별시 중랑구 봉화산로56길 30, 1층 1호 (신내동)",신내1동,37.6072043514943,127.099067165759
히즈뎀(His Them),"서울특별시 용산구 소월로40길 21, 지1층 (이태원동)",이태원2동,37.5425954282652,126.990882848469
진소아,"서울특별시 용산구 후암로28가길 23, 1층 (후암동)",후암동,37.5505691945447,126.978994243592
메가엠지씨커피 광흥창역점,"서울특별시 마포구 서강로 55, 서강쌍용예가 제근린생활시설(2단지) 1층 101,102호 (창전동)",서강동,37.5482868110653,126.931356178154
메가엠지씨커피 온수역점,"서울특별시 구로구 부일로1길 26-12, 지하1층 제B05호 (온수동, 다청림시티)",수궁동,37.4922153972263,126.821204832179
크로플로 화곡점,"서울특별시 강서구 강서로 145, 1층 102호 (화곡동, 보눔 하우스 화곡)",화곡1동,37.5399014458122,126.841415887515
마마파파 앤 피자인,"서울특별시 강북구 인수봉로61길 12-6, 1층 (수유동)",인수동,37.6386858205446,127.012797631725
그릭스프로트,"서울특별시 강남구 압구정로 224, 우미빌딩 지상1층 105호 (신사동)",압구정동,37.5285627338967,127.032148474509
하우스 오브 아로마티카,"서울특별시 강남구 강남대로162길 41-4, 지상1층 (신사동)",신사동(강남구),37.5212734812199,127.021717786737
감성커피(천호점),"서울특별시 강동구 구천면로 192, 111호 (천호동)",천호2동,37.5403575252794,127.125817158927
"삼월,열하루","서울특별시 중랑구 겸재로 99, 1층 (면목동)",면목2동,37.5866473880877,127.078795402737
I'm Butter(아임버터),"서울특별시 구로구 경인로 158, 상가동 101호일부103호 (오류동, 동선아파트)",오류1동,37.4936520256099,126.839508707259
에센스커피 목동점,"서울특별시 양천구 목동서로 65, 1층 101호 (목동, 목동가든스위트)",목5동,37.5361251512716,126.878730311055
포시애틀 잠실새내점,"서울특별시 송파구 올림픽로 145, 리센츠 상가 지하1층 A28호,A29호 (잠실동)",잠실2동,37.5119804600106,127.087041904838
데생그리다,"서울특별시 광진구 능동로 92, 롯데백화점 3층 F305호 (자양동)",자양3동,37.5389997704376,127.071214413664
솔리드커피(Solid coffee),"서울특별시 마포구 월드컵로36길 18, 삼라마이다스 1층 107호 (성산동)",성산2동,37.5662578196111,126.903291853915
세븐일레븐 화곡우정점,"서울특별시 강서구 월정로 88, 1층 (화곡동)",화곡1동,37.527261316901,126.84014707764
켁터스 커피(Cactus Coffee) 일등복권,"서울특별시 노원구 동일로 1380, 상계동 국민은행 1층 (상계동)",상계6.7동,37.6517379130228,127.061655342952
롤리홀리,"서울특별시 서대문구 통일로 510, 상가동 2층 205호 (홍은동, 북한산더샵)",홍은1동,37.594570187466,126.941167410528
푸루타니(frutani),"서울특별시 송파구 올림픽로 300, 지하3층 (신천동, 롯데월드몰)",잠실6동,37.5137519612953,127.104446890835
홍쌤떡볶이,"서울특별시 은평구 진흥로1길 20 (역촌동, 1층)",역촌동,37.6021751524569,126.918793450519
플랫도어,"서울특별시 송파구 위례광장로 230, 상가 1동 A118호 (장지동, 위례2차아이파크)",위례동,37.4786171055932,127.143758763103
매머드익스프레스 남산트라팰리스점,"서울특별시 중구 소월로2길 30, 1층 109호 (남대문로5가, 남산트라팰리스)",회현동,37.5539946799726,126.975612746457
